85.10	130.48	38.82	62.74	67.35	616.88	1097.45	-6.47	0.00	-74.98	197.42	51.59	0.25	0.00	0.15	0.00	109.37	172.00	302.76	62.74	0.00	23.70	-20.48	0.24	0.49	0.00	0.00	0.00	85.00	0.00	34.10	0.00	243.13	10760.00	85.00	0.26	20.85	0.63	9.27	-0.42	20.91	0.27	12.91	-0.47	20.61	-1.68	-0.44	-0.04	20.87	0.00	0.08	
86.05	139.72	32.00	63.74	68.37	614.61	1029.96	-6.47	0.00	-75.00	170.10	56.10	0.25	0.09	0.09	0.00	109.35	171.96	302.60	62.70	0.00	22.75	-20.75	0.00	0.60	0.00	0.00	0.00	85.00	0.00	35.05	0.00	218.56	10760.00	85.00	0.22	20.85	0.60	9.35	-0.43	20.92	0.30	12.82	-0.44	20.64	-1.71	-0.51	-0.04	21.14	0.00	0.07	
89.01	139.72	36.90	63.70	68.41	613.83	902.60	-6.47	0.00	-75.00	31.20	52.20	0.24	0.02	0.09	0.00	109.36	172.00	302.74	62.73	0.00	21.79	-20.53	-0.37	0.35	0.00	0.00	0.00	85.00	0.00	36.01	0.00	185.89	10760.00	85.00	0.18	20.85	0.63	9.30	-0.38	20.92	0.54	12.80	-0.42	20.64	-1.65	-0.45	-0.03	21.02	0.00	0.07	
90.13	131.78	38.00	64.62	69.24	612.11	900.31	-6.47	0.00	-75.00	147.34	55.49	0.25	0.03	0.14	0.00	109.33	173.21	302.82	62.75	0.00	20.67	-19.25	-0.61	0.55	0.00	0.00	0.00	85.00	0.00	37.13	0.00	14.37	10760.00	85.00	0.23	20.85	0.63	9.33	-0.36	20.93	0.33	12.83	-0.45	20.64	-1.29	-0.48	-0.05	20.87	0.00	0.07	
91.14	131.76	37.40	64.55	69.45	610.28	897.64	-6.47	0.00	-75.00	134.45	54.53	0.24	0.09	0.12	0.00	109.39	173.20	297.97	61.72	0.00	19.67	-25.08	-1.34	0.69	0.00	0.00	0.00	85.00	0.00	38.14	0.00	42.62	10760.00	85.00	0.25	20.85	0.66	9.28	-0.39	20.92	0.39	12.86	-0.43	20.64	-1.56	-0.46	-0.04	20.86	0.00	0.07	
92.39	134.14	32.40	65.62	70.37	608.39	879.34	-6.47	0.00	-75.00	133.71	54.87	0.25	0.09	0.11	0.00	109.35	173.26	300.52	62.26	0.00	18.41	-21.97	-0.37	0.64	0.00	0.00	0.00	85.00	0.00	39.39	0.00	210.95	10760.00	85.00	0.21	20.85	0.63	9.32	-0.30	20.92	0.48	12.85	-0.46	20.63	-1.41	-0.38	-0.04	20.86	0.00	0.07	
93.40	135.42	33.20	66.62	71.39	606.56	930.44	-6.48	0.00	-75.00	131.70	55.49	0.25	0.02	0.14	0.00	108.57	173.24	300.49	62.26	0.00	17.40	-22.80	-0.61	0.50	0.00	0.00	0.00	85.00	0.00	40.40	0.00	160.82	10760.00	85.00	0.23	20.85	0.63	9.32	-0.43	20.92	0.24	12.82	-0.43	20.64	-1.56	-0.44	-0.04	20.85	0.00	0.07	
94.01	135.42	32.00	66.62	71.37	605.75	939.59	-6.47	0.00	-75.00	158.62	50.50	0.24	0.18	0.09	0.00	108.57	173.23	298.19	61.77	0.00	16.79	-25.61	-0.49	0.89	0.00	0.00	0.00	85.00	0.00	41.01	0.00	131.76	10760.00	85.00	0.28	20.85	0.63	9.28	-0.41	20.93	0.27	12.93	-0.38	20.63	-1.47	-0.44	-0.03	20.86	0.00	0.07	
95.10	134.66	31.26	67.58	72.35	602.55	956.75	-6.47	0.00	-75.00	190.91	45.64	0.25	0.11	0.14	0.00	108.55	173.18	298.08	61.74	0.00	15.70	-25.80	-0.12	0.79	0.00	0.00	0.00	85.00	0.00	42.10	0.00	186.84	10760.00	85.00	0.23	20.85	0.63	9.33	-0.34	20.94	0.48	12.82	-0.39	20.64	-1.53	-0.43	-0.05	20.85	0.00	0.09
96.28	139.30	33.70	67.30	72.42	599.66	204.41	-6.47	0.00	-75.00	85.58	56.58	0.25	0.15	0.18	0.00	112.52	176.86	316.60	65.68	0.00	39.52	4.30	0.00	1.08	0.00	0.00	0.00	85.00	0.00	18.28	0.00	0.00	10760.00	85.00	0.32	20.85	0.66	9.32	-0.37	20.94	0.60	12.86	-0.48	20.65	-1.53	-0.43	-0.03	20.86	0.00	0.08	
97.05	139.30	34.16	68.32	73.26	592.49	624.24	-6.47	0.00	-75.00	166.00	56.51	0.25	0.11	0.14	0.00	112.52	176.90	309.83	64.24	0.00	38.75	-3.86	-0.85	0.79	0.00	0.00	0.00	85.00	0.00	19.05	0.00	14.74	10760.00	85.00	0.24	20.85	0.66	9.33	-0.40	20.92	0.54	12.86	-0.34	20.65	-1.50	-0.43	-0.03	20.86	0.00	0.06
98.27	139.16	31.70	68.37	73.32	585.18	596.40	-6.47	0.00	-75.00	161.31	57.54	0.25	0.08	0.08	0.00	112.43	176.86	311.33	64.56	0.00	37.53	-2.18	-0.61	0.50	0.00	0.00	0.00	85.00	0.00	20.27	0.00	70.95	10760.00	85.00	0.28	20.85	0.66	9.35	-0.39	20.93	0.48	12.83	-0.45	20.63	-1.41	-0.45	-0.03	20.86	0.00	0.07	
99.07	139.95	32.46	69.53	74.38	581.39	589.54	-6.47	0.00	-75.00	163.59	57.81	0.24	0.11	0.08	0.00	112.48	176.87	309.81	64.23	0.00	36.73	-3.97	-0.49	0.60	0.00	0.00	0.00	85.00	0.00	21.07	0.00	102.96	10760.00	85.00	0.25	20.86	0.66	9.30	-0.42	20.93	0.12	11.93	-0.42	20.65	-1.71	-0.49	-0.03	20.86	0.00	0.07	
100.09	197.31	33.09	69.47	74.38	577.40	580.39	-6.48	0.00	-75.00	163.92	57.06	0.25	0.00	0.15	0.00	112.46	178.19	307.92	63.83	0.00	35.71	-4.96	-0.61	0.50	0.00	0.00	0.00	85.00	0.00	22.09	0.00	185.43	10760.00	85.00	0.26	20.86	0.66	9.29	-0.38	20.91	-0.13	12.89	-0.41	20.65	-1.50	-0.43	-0.03	20.86	0.00	0.07	
101.49	195.43	33.99	70.41	75.30	575.60	579.24	-6.47	0.00	-75.00	163.59	58.22	0.27	0.11	0.12	0.00	112.48	178.22	309.70	64.21	0.00	34.32	-2.76	-0.24	0.74	0.00	0.00	0.00	85.00	0.00	23.49	0.00	265.70	10760.00	85.00	0.23	20.85	0.63	9.44	-0.39	20.93	0.12	12.91	-0.42	20.64	-1.26	-0.45	-0.03	20.86	0.00	0.07	
102.14	197.90	34.82	70.41	75.30	573.57	578.86	-6.47	0.00	-75.02	165.54	58.29	0.25	0.12	0.05	0.00	112.47	178.14	308.09	63.87	0.00	33.66	-4.79	-0.61	0.55	0.00	0.00	0.00	85.00	0.00	24.14	0.00	276.43	10760.00	85.00	0.24	20.85	0.63	9.47	-0.43	20.92	-0.10	12.88	-0.46	20.65	-1.56	-0.48	-0.03	20.86	0.00	0.08	
103.02	197.90	35.66	70.51	75.34	571.68	583.82	-6.47	0.00	-75.00	169.83	57.13	0.25	0.14	0.15	0.00	112.52	178.19	309.75	64.22	0.00	32.78	-2.68	0.12	0.94	0.00	0.00	0.00	85.00	0.00	25.02	0.00	264.00	10760.00	85.00	0.25	20.86	0.66	9.44	-0.39	20.92	0.18	12.84	-0.43	20.65	-1.56	-0.45	-0.04	20.91	0.00	0.07	
104.01	198.38	31.76	71.58	76.32	569.96	739.02	-6.47	0.00	-75.00	186.68	53.71	0.25	0.06	0.12	0.00	112.49	179.32	307.42	63.73	0.00	31.79	-4.40	-0.37	0.60	0.00	0.00	0.00	85.00	0.00	26.01	0.00	14.02	10760.00	85.00	0.22	20.85	0.66	9.29	-0.39	20.92	0.18	12.85	-0.36	20.65	-1.65	-0.42	-0.04	21.09	0.00	0.07	
105.03	190.26	33.92	71.49	76.26	568.86	816.04	-6.47	0.00	-75.00	240.39	45.98	0.25	0.12	0.12	0.00	112.49	179.37	309.78	64.23	0.00	30.77	-1.50	-0.37	0.79	0.00	0.00	0.00	85.00	0.00	27.03	0.00	47.98	10760.00	85.00	0.25	20.85	0.63	9.46	-0.40	20.92	0.36	12.84	-0.39	20.65	-1.50	-0.40	-0.04	20.89	0.00	0.08	
106.10	194.58	34.69	71.51	76.47	566.02	798.88	-6.47	0.00	-74.98	245.29	44.21	0.25	0.11	0.08	0.00	112.46	179.41	307.42	63.73	0.00	29.70	-4.34	-0.12	0.60	0.00	0.00	0.00	85.00	0.00	28.10	0.00	82.64	10760.00	85.00	0.25	20.85	0.63	9.43	-0.39	20.93	0.48	12.86	-0.44	20.63	-1.32	-0.43	-0.03	20.86	0.00	0.07	
107.43	192.62	32.40	72.49	77.32	564.08	787.44	-6.47	0.00	-75.00	238.31	42.50	0.25	0.06	0.14	0.00	112.46	179.37	307.51	63.75	0.00	28.37	-4.28	0.00	0.64	0.00	0.00	0.00	85.00	0.00	29.43	0.00	100.98	10760.00	85.00	0.29	20.85	0.63	9.44	-0.33	20.93	0.21	12.85	-0.41	20.64	-1.44	-0.46	-0.03	20.86	0.00	0.07	
108.16	195.06	36.43	72.47	77.32	562.98	769.14	-6.47	0.00	-75.00	230.32	41.47	0.24	0.12	0.15	0.00	112.49	179.34	307.42	63.73	0.00	27.64	-4.38	-1.10	0.89	0.00	0.00	0.00	85.00	0.00	30.16	0.00	145.21	10760.00	85.00	0.22	20.85	0.63	9.46	-0.39	20.92	0.36	12.86	-0.47	20.64	-1.56	-0.37	-0.03	20.86	0.00	0.07	
109.20	190.48	34.40	72.43	77.38	561.92	768.38	-6.47	0.00	-75.00	235.02	42.50	0.25	0.06	0.15	0.00	112.46	179.31	307.42	63.73	0.00	26.60	-4.44	-0.61	0.69	0.00	0.00	0.00	85.00	0.00	31.20	0.00	309.75	10760.00	85.00	0.27	20.85	0.66	9.47	-0.42	20.93	0.36	12.83	-0.41	20.64	-1.44	-0.42	-0.04	20.86	0.00	0.07	
110.13	186.48	33.84	73.47	78.32	560.07	768.38	-6.47	0.00	-75.00	237.50	41.06	0.25	0.11	0.15	0.00	112.47	179.41	307.45	63.73	0.00	25.67	-4.29	-1.34	0.84	0.00	0.00	0.00	85.00	0.00	32.13	0.00	276.76	10760.00	85.00	0.22	20.85	0.63	9.47	-0.39	20.92	0.15	12.86	-0.46	20.63	-1.59	-0.42	-0.05	20.86	0.00	0.07	
111.15	190.00	34.88	73.70	78.33	559.27	1042.16	-6.47	0.00	-75.00	186.48	57.13	0.25	0.06	0.08	0.00	109.36	171.94	305.62	63.35	0.00	24.66	-17.09	-0.24	0.45	0.00	0.00	0.00	85.00	0.00	33.15	0.00	0.00	10760.00	85.00	0.28	20.85	0.63	9.33	-0.33	20.93	0.36	12.89	-0.42	20.66	-1.62	-0.45	-0.05	20.95	0.00	0.07	
112.10	187.48	32.71	74.74	79.35	557.88	1097.45	-6.47	0.00	-74.98	197.42	51.59	0.25	0.00	0.15	0.00	109.37	172.00	302.76	62.74	0.00	23.70	-20.48	0.24	0.49	0.00	0.00	0.00	85.00	0.00	34.10	0.00	243.13	10760.00	85.00	0.26	20.85	0.63	9.27	-0.42	20.91	0.27	12.91	-0.47	20.61	-1.68	-0.44	-0.04	20.87	0.00	0.08	
113.05	195.72	33.49	74.74	79.37	556.61	1029.96	-6.47	0.00	-75.00	170.10	56.10	0.25	0.09	0.09	0.00	109.35	171.96	302.60	62.70	0.00	22.75	-20.75	0.00	0.60	0.00	0.00	0.00	85.00	0.00	35.05	0.00	218.56	10760.00	85.00	0.22	20.85	0.60	9.35	-0.43	20.92	0.30	12.82	-0.44	20.64	-1.71	-0.51	-0.04	21.14	0.00	0.07	
114.01	190.72	32.97	74.70	79.41	554.83	902.60	-6.47	0.00	-75.00	31.20	52.20	0.24	0.02	0.09	0.00	109.36	172.00	302.74	62.73	0.00	21.79	-20.53	-0.37	0.35	0.00	0.00	0.00	85.00	0.00	36.01	0.00	185.89	10760.00	85.00	0.18	20.85	0.63	9.30	-0.38	20.92	0.54	12.80	-0.42	20.64	-1.65	-0.45	-0.03	21.02	0.00	0.07	
115.13	191.78	35.44	75.62	80.24	552.11	900.31	-6.47	0.00	-75.00	147.34	55.49	0.25	0.03	0.14	0.00	109.33	173.21	302.82	62.75	0.00	20.67	-19.25	-0.61	0.55	0.00	0.00	0.00	85.00	0.00	37.13	0.00	14.37	10760.00	85.00	0.23	20.85	0.63	9.33	-0.36	20.93	0.33	12.83	-0.45	20.64	-1.29	-0.48	-0.05	20.87	0.00	0.07	
116.14	191.76	31.60	75.55	80.45	550.28	897.64	-6.47	0.00	-75.00	134.45	54.53	0.24	0.09	0.12	0.00	109.39	173.20	297.97	61.72	0.00	19.67	-25.08	-1.34	0.69	0.00	0.00	0.00	85.00	0.00	38.14	0.00	42.62	10760.00	85.00	0.25	20.85	0.66	9.28	-0.39	20.92	0.39	12.86	-0.43	20.64	-1.56	-0.46	-0.04	20.86	0.00	0.07	
117.39	194.14	33.52	75.62	80.37	549.39	879.34	-6.47	0.00	-75.00	133.71	54.87	0.25	0.09	0.11	0.00	109.35	173.26	300.52	62.26	0.00	18.41	-21.97	-0.37	0.64	0.00	0.00	0.00	85.00	0.00	39.39	0.00	210.95	10760.00	85.00	0.21	20.85	0.63	9.32	-0.30	20.92	0.48	12.85	-0.46	20.63	-1.41	-0.38	-0.04	20.86	0.00	0.07	
118.40	195.42	34.34	76.62	81.39	546.56	930.44	-6.48	0.00	-75.00	131.70	55.49	0.25	0.02	0.14	0.00	108.57	173.24	300.49	62.26	0.00	17.40	-22.80	-0.61	0.50	0.00	0.00	0.00	85.00	0.00	40.40	0.00	160.82	10760.00	85.00	0.23	20.85	0.63	9.32	-0.43	20.92	0.24	12.82	-0.43	20.64	-1.56	-0.44	-0.04	20.85	0.00	0.07	
119.01	195.42	31.33	77.62	82.37	545.75	939.59	-6.47	0.00	-75.00	158.62	50.50	0.24	0.18	0.09	0.00	108.57	173.23	298.19	61.77	0.00	16.79	-25.61	-0.49	0.89	0.00	0.00	0.00	85.00	0.00	41.01	0.00	131.76	10760.00	85.00	0.28	20.85	0.63	9.28	-0.41	20.93	0.27	12.93	-0.38	20.63	-1.47	-0.44	-0.03	20.86	0.00	0.07	
120.09	197.31	32.01	76.47	81.38	543.40	580.39	-6.48	0.00	-75.00	163.92	57.06	0.25	0.00	0.15	0.00	112.46	178.19	307.92	63.83	0.00	35.71	-4.96	-0.61	0.50	0.00	0.00	0.00	85.00	0.00	22.09	0.00	185.43	10760.00	85.00	0.26	20.86	0.66	9.29	-0.38	20.91	-0.13	12.89	-0.41	20.65	-1.50	-0.43	-0.03	20.86	0.00	0.07	
121.49	195.43	37.00	76.41	81.30	542.60	579.24	-6.47	0.00	-75.00	163.59	58.22	0.27	0.11	0.12	0.00	112.48	178.22	309.70	64.21	0.00	34.32	-2.76	-0.24	0.74	0.00	0.00	0.00	85.00	0.00	23.49	0.00	265.70	10760.00	85.00	0.23	20.85	0.63	9.44	-0.39	20.93	0.12	12.91	-0.42	20.64	-1.26	-0.45	-0.03	20.86	0.00	0.07	
122.14	197.90	39.22	77.41	82.30	541.57	578.86	-6.47	0.00	-75.02	165.54	58.29	0.25	0.12	0.05	0.00	112.47	178.14	308.09	63.87	0.00	33.66	-4.79	-0.61	0.55	0.00	0.00	0.00	85.00	0.00	24.14	0.00	276.43	10760.00	85.00	0.24	20.85	0.63	9.47	-0.43	20.92	-0.10	12.88	-0.46	20.65	-1.56	-0.48	-0.03	20.86	0.00	0.08	
123.02	197.90	33.56	77.51	82.34	539.68	583.82	-6.47	0.00	-75.00	169.83	57.13	0.25	0.14	0.15	0.00	112.52	178.19	309.75	64.22	0.00	32.78	-2.68	0.12	0.94	0.00	0.00	0.00	85.00	0.00	25.02	0.00	264.00	10760.00	85.00	0.25	20.86	0.66	9.44	-0.39	20.92	0.18	12.84	-0.43	20.65	-1.56	-0.45	-0.04	20.91	0.00	0.07	
124.01	198.38	36.20	78.58	83.32	538.96	739.02	-6.47	0.00	-75.00	186.68	53.71	0.25	0.06	0.12	0.00	112.49	179.32	307.42	63.73	0.00	31.79	-4.40	-0.37	0.60	0.00	0.00	0.00	85.00	0.00	26.01	0.00	14.02	10760.00	85.00	0.22	20.85	0.66	9.29	-0.39	20.92	0.18	12.85	-0.36	20.65	-1.65	-0.42	-0.04	21.09	0.00	0.07	
125.03	190.26	35.92	78.49	83.26	537.86	816.04	-6.47	0.00	-75.00	240.39	45.98	0.25	0.12	0.12	0.00	112.49	179.37	309.78	64.23	0.00	30.77	-1.50	-0.37	0.79	0.00	0.00	0.00	85.00	0.00	27.03	0.00	47.98	10760.00	85.00	0.25	20.85	0.63	9.46	-0.40	20.92	0.36	12.84	-0.39	20.65	-1.50	-0.40	-0.04	20.89	0.00	0.08	
126.10	194.58	38.69	78.51	83.47	536.02	798.88	-6.47	0.00	-74.98	245.29	44.21	0.25	0.11	0.08	0.00	112.46	179.41	307.42	63.73	0.00	29.70	-4.34	-0.12	0.60	0.00	0.00	0.00	85.00	0.00	28.10	0.00	82.64	10760.00	85.00	0.25	20.85	0.63	9.43	-0.39	20.93	0.48	12.86	-0.44	20.63	-1.32	-0.43	-0.03	20.86	0.00	0.07	
127.43	192.62	38.40	78.49	83.32	535.08	787.44	-6.47	0.00	-75.00	238.31	42.50	0.25	0.06	0.14	0.00	112.46	179.37	307.51	63.75	0.00	28.37	-4.28	0.00	0.64	0.00	0.00	0.00	85.00	0.00	29.43	0.00	100.98	10760.00	85.00	0.29	20.85	0.63	9.44	-0.33	20.93	0.21	12.85	-0.41	20.64	-1.44	-0.46	-0.03	20.86	0.00	0.07	
128.16	195.06	37.43	78.47	83.32	534.98	769.14	-6.47	0.00	-75.00	230.32	41.47	0.24	0.12	0.15	0.00	112.49	179.34	307.42	63.73	0.00	27.64	-4.38	-1.10	0.89	0.00	0.00	0.00	85.00	0.00	30.16	0.00	145.21	10760.00	85.00	0.22	20.85	0.63	9.46	-0.39	20.92	0.36	12.86	-0.47	20.64	-1.56	-0.37	-0.03	20.86	0.00	0.07	
129.20	190.48	37.40	78.43	83.38	533.92	768.38	-6.47	0.00	-75.00	235.02	42.50	0.25	0.06	0.15	0.00	112.46	179.31	307.42	63.73	0.00	26.60	-4.44	-0.61	0.69	0.00	0.00	0.00	85.00	0.00	31.20	0.00	309.75	10760.00	85.00	0.27	20.85	0.66	9.47	-0.42	20.93	0.36	12.83	-0.41	20.64	-1.44	-0.42	-0.04	20.86	0.00	0.07	
130.13	196.48	37.84	77.47	82.32	530.07	768.38	-6.47	0.00	-75.00	237.50	41.06	0.25	0.11	0.15	0.00	112.47	179.41	307.45	63.73	0.00	25.67	-4.29	-1.34	0.84	0.00	0.00	0.00	85.00	0.00	32.13	0.00	276.76	10760.00	85.00	0.22	20.85	0.63	9.47	-0.39	20.92	0.15	12.86	-0.46	20.63	-1.59	-0.42	-0.05	20.86	0.00	0.07	
131.15	130.00	37.14	77.70	82.33	530.27	1042.16	-6.47	0.00	-75.00	186.48	57.13	0.25	0.06	0.08	0.00	109.36	171.94	305.62	63.35	0.00	24.66	-17.09	-0.24	0.45	0.00	0.00	0.00	85.00	0.00	33.15	0.00	0.00	10760.00	85.00	0.28	20.85	0.63	9.33	-0.33	20.93	0.36	12.89	-0.42	20.66	-1.62	-0.45	-0.05	20.95	0.00	0.07	
132.10	130.48	37.44	78.74	83.35	529.88	1097.45	-6.47	0.00	-74.98	197.42	51.59	0.25	0.00	0.15	0.00	109.37	172.00	302.76	62.74	0.00	23.70	-20.48	0.24	0.49	0.00	0.00	0.00	85.00	0.00	34.10	0.00	243.13	10760.00	85.00	0.26	20.85	0.63	9.27	-0.42	20.91	0.27	12.91	-0.47	20.61	-1.68	-0.44	-0.04	20.87	0.00	0.08	
133.05	139.72	37.36	77.74	82.37	528.61	1029.96	-6.47	0.00	-75.00	170.10	56.10	0.25	0.09	0.09	0.00	109.35	171.96	302.60	62.70	0.00	22.75	-20.75	0.00	0.60	0.00	0.00	0.00	85.00	0.00	35.05	0.00	218.56	10760.00	85.00	0.22	20.85	0.60	9.35	-0.43	20.92	0.30	12.82	-0.44	20.64	-1.71	-0.51	-0.04	21.14	0.00	0.07	
134.01	139.72	37.49	77.70	82.41	527.83	902.60	-6.47	0.00	-75.00	31.20	52.20	0.24	0.02	0.09	0.00	109.36	172.00	302.74	62.73	0.00	21.79	-20.53	-0.37	0.35	0.00	0.00	0.00	85.00	0.00	36.01	0.00	185.89	10760.00	85.00	0.18	20.85	0.63	9.30	-0.38	20.92	0.54	12.80	-0.42	20.64	-1.65	-0.45	-0.03	21.02	0.00	0.07	
135.13	139.78	37.43	77.62	82.24	526.11	900.31	-6.47	0.00	-75.00	147.34	55.49	0.25	0.03	0.14	0.00	109.33	173.21	302.82	62.75	0.00	20.67	-19.25	-0.61	0.55	0.00	0.00	0.00	85.00	0.00	37.13	0.00	14.37	10760.00	85.00	0.23	20.85	0.63	9.33	-0.36	20.93	0.33	12.83	-0.45	20.64	-1.29	-0.48	-0.05	20.87	0.00	0.07	
