121.18	14.15	14.44	85.2	90.22	440.82	418.71
121.34	12.92	14.36	85.2	90.25	442.79	420.61
121.57	11.94	14.08	85.2	90.33	441.86	706.17
122.23	16.03	13.44	85.35	91.4	443.47	532.32
123.28	69.05	11.11	85.35	91.02	441.97	773.27
124.18	56.26	13.23	85.43	91.32	443.4	755.35
124.68	36.3	13.52	85.47	91.63	443.25	742.01
125.11	28.47	13.44	85.54	91.7	443.21	733.24
125.67	28.95	13.09	85.62	91.78	443.16	755.35
126.18	32.17	13.3	85.7	91.89	443.16	743.91
126.7	31.29	13.02	85.81	91.97	443.12	732.86
127.62	27.77	13.3	85.96	92.08	443.12	748.49
128.06	26.5	14.08	86.04	92.2	443.12	737.81
128.41	23.44	13.37	86.15	92.27	443.21	729.81
128.84	23.29	13.59	86.27	92.35	443.1	735.14
129.27	26.13	13.73	86.38	92.43	443.12	738.96
129.64	24.1	13.59	86.46	92.54	443.14	727.14
130.05	24.1	13.87	86.53	92.66	443.26	737.05
130.44	23.14	13.52	86.65	92.77	443.19	732.09
130.84	23.78	13.3	86.73	92.85	443.15	733.62
131.23	25.03	13.52	86.8	92.96	443.23	721.42
131.58	22.49	13.16	86.92	93	443.19	717.22
131.95	22.25	13.37	86.99	93.04	443.13	714.94
132.28	20.79	13.16	87.07	93.11	443.22	713.41
132.65	20.92	13.23	87.18	93.23	443.13	721.42
133.1	23.15	12.88	87.26	93.3	443.2	752.3
133.72	32.75	12.74	87.37	93.46	443.26	736.29
134.21	32.74	12.81	87.45	93.57	443.17	724.47
134.79	32.44	12.81	87.56	93.61	441.27	748.87
134.81	32.13	2.78	87.68	93.72	441.16	607.43
134.91	32.75	9.55	88.33	91.82	442.21	645.17
135.22	27.33	7.93	88.29	93	443.56	604.76
135.39	20.92	2.57	88.29	93.46	443.51	523.17
135.49	16.54	1.2	88.17	93.38	443.57	522.02
135.57	12	1.21	88.33	93.53	443.58	512.88
135.57	10	2	88.37	93.53	443.55	500.29
135.66	8.29	5.5	88.4	93.57	443.49	517.83
135.97	6.83	2.97	88.52	93.72	443.51	512.11
136.05	6.13	3.89	88.56	93.8	441.47	522.79
136.67	4.36	5.38	89.13	94.71	445	616.57
138.23	15.12	6.79	90.08	95.66	442.37	710.36	-9.73	35.93	0.00	61.32	61.32	120.46	119.78	1081.09	87.61	-9.73	-133.69	96.13	-0.05	20.60	-74.60	-9.20	0.03	20.35	2.76	-12.60	-25.90	-6.45	-135.40	-42.44	-0.21	14.94	-0.82	0.06	0.06	228.99	167.94	45.44	
138.27	15.52	6.51	90.08	95.66	442.35	706.93	-9.73	36.21	0.00	59.06	59.06	120.49	119.79	1081.24	87.54	-9.73	-133.69	96.13	-0.05	20.60	-75.01	-9.21	0.03	20.36	2.83	-12.53	-25.89	-6.45	-135.66	-42.47	-0.21	14.95	-0.85	0.06	0.00	228.99	167.95	45.41	
139.28	16.53	2.69	90.31	95.70	442.26	682.91	-9.73	40.03	0.00	43.68	43.68	120.35	119.70	1080.26	92.74	-9.73	-133.69	96.43	-0.06	20.58	-75.13	-9.19	0.05	20.36	2.83	-12.53	-25.90	-6.45	-135.69	-42.52	-0.18	14.78	-1.01	0.02	0.02	228.99	167.88	45.40	
140.35	27.36	7.08	90.58	95.62	442.33	856.76	-9.73	35.65	0.00	53.23	53.23	119.91	119.23	1076.11	86.81	-9.73	-133.69	96.74	-0.05	20.62	-75.35	-9.19	0.05	20.37	2.79	-12.34	-25.90	-6.46	-135.30	-42.40	-0.24	14.99	-1.13	0.06	0.06	229.04	167.86	45.43	
141.36	115.33	3.75	90.58	96.66	442.42	797.67	-9.73	38.97	0.00	52.61	52.61	120.59	119.91	1082.23	88.67	-9.73	-133.66	96.77	-0.05	20.60	-74.66	-9.14	0.02	20.36	2.76	-12.33	-25.90	-6.46	-135.53	-42.39	-0.20	14.89	-1.10	0.03	0.03	228.99	168.03	45.40	
142.37	118.41	3.47	90.61	96.66	442.29	798.43	-9.73	39.26	0.00	54.08	54.08	120.27	119.55	1079.19	85.09	-9.73	-133.66	96.81	-0.05	20.62	-75.41	-9.19	0.04	20.37	2.89	-12.33	-25.90	-6.46	-135.63	-42.44	-0.20	14.83	-1.04	0.03	0.03	228.99	167.88	45.43	
143.42	111.18	12.60	90.69	96.70	442.39	867.82	-9.73	30.13	0.00	50.66	50.66	120.31	119.63	1079.72	83.60	-9.73	-133.66	96.70	-0.05	20.60	-74.73	-9.17	0.05	20.37	2.86	-12.31	-25.90	-6.47	-135.40	-42.43	-0.21	15.12	-1.10	0.11	0.11	229.01	167.95	45.43	
144.43	98.54	10.26	90.73	97.62	442.33	880.78	-9.73	32.46	0.00	40.76	40.76	120.20	119.54	1078.85	84.25	-9.73	-133.69	96.70	-0.05	20.60	-74.88	-9.07	0.04	20.37	2.76	-12.38	-25.90	-6.46	-135.59	-42.41	-0.20	14.92	-0.94	0.09	0.09	228.99	167.95	45.39	
145.44	53.23	4.95	90.88	97.66	440.48	778.61	-9.73	37.77	0.00	48.50	48.50	120.29	119.59	1079.46	88.45	-9.73	-133.66	96.93	-0.05	20.61	-75.56	-8.98	0.02	20.37	2.76	-12.34	-25.90	-6.46	-135.56	-42.47	-0.21	15.30	-1.04	0.04	0.04	229.01	166.03	45.43	
146.45	23.84	7.36	91.03	97.66	439.37	741.24	-9.73	35.36	0.00	47.96	47.96	120.40	119.76	1080.71	91.01	-9.73	-133.66	97.23	-0.05	20.58	-74.60	-9.23	0.05	20.37	2.86	-12.59	-25.90	-6.45	-135.27	-42.39	-0.23	20.51	-1.13	0.06	0.06	227.03	166.11	46.23	
147.46	19.37	4.46	91.11	97.66	443.51	771.36	-9.73	38.26	0.00	70.05	70.05	120.41	119.71	1080.56	86.18	-9.73	-133.69	97.23	-0.06	20.59	-74.70	-9.21	0.03	20.34	2.83	-12.49	-25.90	-6.45	-135.66	-42.48	-0.22	15.83	-0.88	0.04	0.04	229.01	171.35	43.15	
148.47	48.03	8.07	91.19	98.62	444.16	793.86	-9.73	34.66	0.00	66.47	66.47	120.42	119.74	1080.71	83.12	-9.73	-133.69	97.38	-0.05	20.58	-74.70	-9.21	0.05	20.40	2.76	-12.40	-25.90	-6.44	-135.69	-42.45	-0.21	15.65	-0.85	0.07	0.07	228.99	171.33	43.84	
149.48	40.65	0.57	91.26	98.66	444.22	717.61	-9.73	42.16	0.00	51.35	51.35	120.44	119.75	1080.83	78.36	-9.73	-133.69	97.57	-0.06	20.57	-74.98	-9.15	0.03	20.36	2.92	-12.26	-25.90	-6.45	-135.59	-42.39	-0.20	15.83	-0.97	0.00	0.00	229.01	171.35	43.86	
150.49	57.49	2.34	91.38	98.66	444.31	745.06	-9.73	40.39	0.00	55.05	55.05	120.44	119.77	1080.98	79.87	-9.73	-133.66	97.54	-0.05	20.59	-75.22	-8.97	0.05	20.36	2.83	-12.45	-25.90	-6.45	-135.20	-42.38	-0.23	15.22	-1.04	0.02	0.02	229.04	171.39	43.88	
151.50	58.55	6.93	91.45	98.66	444.09	777.46	-9.73	35.79	0.00	68.27	68.27	120.45	119.77	1081.02	81.22	-9.73	-133.66	97.65	-0.05	20.60	-75.07	-9.07	0.04	20.36	2.73	-12.39	-25.90	-6.47	-135.59	-42.44	-0.23	15.16	-0.91	0.06	0.06	228.96	171.28	43.86	
152.53	52.43	4.60	91.61	98.62	444.20	776.32	-9.73	38.12	0.00	64.43	64.43	120.44	119.76	1080.86	81.97	-9.73	-133.66	97.80	-0.06	20.60	-75.50	-9.06	0.05	20.37	2.79	-12.45	-25.90	-6.45	-135.27	-42.43	-0.22	15.12	-0.85	0.04	0.04	229.04	171.32	43.85	
153.54	35.28	7.43	91.68	99.70	442.51	760.31	-9.73	35.29	0.00	68.87	68.87	120.43	119.74	1080.75	81.76	-9.73	-133.69	97.80	-0.05	20.59	-74.85	-9.24	0.07	20.36	2.79	-12.24	-25.90	-6.46	-135.33	-42.39	-0.19	15.13	-0.79	0.06	0.06	228.99	169.66	43.86	
154.55	21.86	6.86	92.06	98.62	444.12	766.41	-9.73	35.86	0.00	59.61	59.61	120.44	119.77	1080.98	80.93	-9.73	-133.69	98.07	-0.07	20.61	-75.41	-9.09	0.05	20.36	2.83	-12.26	-25.90	-6.46	-135.50	-42.41	-0.20	15.13	-1.32	0.06	0.06	233.10	166.09	44.92
154.55	21.86	6.86	92.06	98.54	444.12	766.41	-9.73	35.86	0.00	59.61	59.61	120.44	119.77	1080.98	80.93	-9.73	-133.69	98.07	-0.07	20.61	-75.41	-9.09	0.05	20.36	2.83	-12.26	-25.90	-6.46	-135.50	-42.41	-0.20	15.13	-1.32	0.06	0.06	233.10	166.09	44.92	
155.56	32.26	6.86	92.25	98.41	443.38	800.34	-9.73	35.86	0.00	38.08	38.08	120.38	119.69	1080.29	79.63	-9.73	-133.66	98.41	-0.05	20.60	-75.41	-9.11	0.03	20.38	2.79	-12.27	-25.90	-6.47	-135.50	-42.43	-0.20	15.18	-1.35	0.06	0.06	235.21	164.32	43.84	
156.56	36.39	7.15	92.37	98.53	443.63	758.40	-9.73	35.58	0.00	72.78	72.78	120.44	119.73	1080.75	80.52	-9.73	-133.69	98.53	-0.05	20.62	-75.25	-9.00	0.03	20.31	2.76	-12.51	-25.90	-6.46	-135.46	-42.44	-0.20	15.21	-0.91	0.06	0.06	235.27	164.52	43.84	
157.57	22.02	7.01	92.67	98.56	443.51	763.36	-9.73	35.72	0.00	43.47	43.47	120.41	119.72	1080.60	80.37	-9.73	-133.66	98.56	-0.05	20.63	-75.50	-9.09	0.05	20.35	1.81	-12.36	-25.90	-6.47	-135.50	-42.43	-0.20	15.28	-1.23	0.06	0.06	235.21	164.44	43.86	
158.58	49.00	0.00	92.79	98.60	443.56	746.96	-9.73	42.72	0.00	53.04	53.04	120.37	119.68	1080.22	82.26	-9.73	-133.66	98.60	-0.05	20.62	-75.10	-9.11	0.04	20.36	2.89	-12.23	-25.90	-6.47	-135.33	-42.45	-0.21	15.73	-0.97	0.00	0.00	235.29	164.42	43.84	
159.63	211.22	1.56	92.83	98.60	443.47	817.49	-9.73	41.17	0.00	53.04	53.04	120.46	119.79	1081.13	81.52	-9.73	-133.69	98.60	-0.05	20.62	-74.73	-9.15	0.04	20.35	2.79	-12.23	-25.90	-6.47	-135.46	-42.43	-0.21	15.54	-0.91	0.01	0.01	235.27	164.36	43.84	
160.68	163.55	0.00	92.90	98.53	443.62	694.35	-9.73	45.06	0.00	61.01	61.01	120.39	119.71	1080.48	81.26	-9.73	-133.69	98.53	-0.05	20.62	-75.19	-9.14	0.07	20.36	2.73	-12.25	-25.90	-6.46	-135.66	-42.43	-0.24	15.48	-1.16	0.00	0.00	235.27	164.50	43.86	
161.74	189.99	0.00	92.94	98.53	443.62	687.11	-9.73	44.70	0.00	62.39	62.39	120.43	119.75	1080.79	79.89	-9.73	-133.62	98.53	-0.05	20.63	-74.63	-9.15	0.05	20.36	2.73	-12.16	-25.90	-6.44	-135.59	-42.34	-0.21	15.46	-1.38	0.00	0.00	235.29	164.44	43.89	
162.74	82.70	4.74	93.02	98.53	443.53	782.04	-9.73	37.98	0.00	53.06	53.06	120.36	119.65	1080.03	75.37	-9.73	-133.69	98.53	-0.05	20.62	-74.57	-9.12	0.05	20.36	2.86	-12.33	-25.90	-6.45	-135.53	-42.43	-0.20	15.49	-0.97	0.04	0.04	235.27	164.42	43.84	
163.75	56.68	1.13	93.13	98.53	443.61	739.72	-9.73	41.59	0.00	55.22	55.22	120.40	119.70	1080.48	81.22	-9.73	-133.69	98.53	-0.05	20.63	-75.16	-9.13	0.05	20.35	2.86	-12.26	-25.90	-6.47	-135.50	-42.41	-0.19	15.48	-0.82	0.01	0.01	235.27	164.52	43.83	
164.76	56.62	2.97	93.21	97.96	443.55	724.47	-9.73	39.75	0.00	62.10	62.10	120.43	119.74	1080.75	81.30	-9.73	-133.69	97.96	-0.05	20.62	-75.35	-9.14	0.05	20.32	2.79	-12.17	-25.90	-6.45	-135.59	-42.47	-0.18	15.53	-1.04	0.03	0.03	235.27	164.44	43.85	
165.77	55.74	0.00	93.32	98.41	443.54	694.73	-9.73	43.57	0.00	58.76	58.76	120.45	119.76	1080.98	80.87	-9.73	-133.66	98.41	-0.06	20.61	-75.29	-9.18	0.04	20.36	-0.35	-12.20	-25.90	-6.46	-135.43	-42.50	-0.21	15.62	-0.94	0.00	0.00	235.21	164.48	43.84	
166.78	59.65	3.04	93.40	98.60	443.55	743.53	-9.73	39.68	0.00	50.54	50.54	120.41	119.72	1080.60	78.92	-9.73	-133.66	98.60	-0.06	20.62	-75.44	-9.15	0.05	20.36	-0.44	-12.13	-25.90	-6.47	-135.59	-42.50	-0.20	15.56	-0.88	0.03	0.03	235.24	164.48	43.83	
167.79	57.78	1.77	93.55	98.79	443.60	755.35	-9.73	40.95	0.00	53.32	53.32	120.43	119.76	1080.83	80.93	-9.73	-133.69	98.79	-0.05	20.63	-75.53	-9.17	0.05	20.35	-0.41	-12.13	-25.90	-6.45	-135.56	-42.50	-0.20	15.58	-1.07	0.02	0.02	235.27	164.50	43.84	
168.80	58.59	0.00	93.63	98.83	441.39	669.57	-9.73	45.41	0.00	54.74	54.74	120.50	119.81	1081.40	80.72	-9.73	-133.73	98.83	-0.05	20.65	-75.47	-9.11	0.01	20.35	-0.19	-12.13	-25.90	-6.46	-135.33	-42.36	-0.22	15.62	-1.13	0.00	0.00	233.10	164.46	43.83	
169.81	59.62	0.00	93.70	98.76	439.72	643.26	-9.73	46.40	0.00	83.23	83.23	120.50	119.81	1081.40	80.18	-9.73	-133.62	98.76	-0.06	20.62	-74.79	-9.16	0.03	20.34	-0.35	-12.30	-25.90	-6.45	-135.53	-42.43	-0.20	15.72	-0.88	0.00	0.00	233.16	162.71	43.86	
176.00	62.65	0.00	93.70	98.72	439.62	628.01	-9.73	46.76	0.00	86.46	86.46	120.48	119.82	1081.32	85.57	-9.73	-133.69	98.72	-0.05	20.61	-75.25	-9.20	0.03	20.35	-0.38	-12.40	-25.90	-6.45	-135.30	-42.30	-0.20	15.71	-1.01	0.00	0.00	233.13	162.63	43.86	
177.05	156.53	0.78	93.97	98.87	437.59	635.26	-9.73	49.94	0.00	50.16	50.16	119.91	118.67	1073.62	84.14	-9.73	-133.66	98.87	-0.06	20.62	-75.56	-9.20	0.04	20.35	-0.35	-12.24	-25.90	-6.45	-135.56	-42.36	-0.20	16.68	-1.29	0.01	0.01	231.12	162.61	43.85	
178.08	122.13	1.13	93.93	99.10	437.57	646.31	-9.73	49.59	0.00	50.97	50.97	119.89	118.63	1073.35	83.01	-9.73	-133.66	99.10	-0.05	20.62	-75.44	-9.18	0.05	20.35	-0.35	-12.16	-25.90	-6.45	-135.69	-42.42	-0.20	16.41	-1.19	0.01	0.01	231.10	162.61	43.86	
179.09	119.69	3.89	93.93	99.18	437.58	748.49	-9.73	46.83	0.00	54.79	54.79	119.74	118.48	1071.98	83.32	-9.73	-133.62	99.18	-0.05	20.63	-75.22	-9.16	0.05	20.35	-0.31	-12.25	-25.90	-6.46	-135.40	-42.48	-0.18	16.45	-1.54	0.03	0.03	231.10	162.63	43.85	
180.20	201.49	6.37	93.97	99.21	437.58	814.44	-9.73	44.35	0.00	50.64	50.64	119.64	118.29	1070.68	84.68	-9.73	-133.66	99.21	-0.05	20.62	-75.44	-9.14	0.04	20.33	-0.35	-12.17	-25.90	-6.46	-135.66	-42.44	-0.23	16.42	-1.19	0.05	0.05	231.15	162.61	43.82	
181.25	157.28	7.22	93.97	99.25	436.87	780.89	-9.73	43.50	0.00	46.25	46.25	119.97	118.75	1074.22	81.19	-9.73	-133.66	99.25	-0.05	20.61	-75.25	-9.07	0.04	20.35	-0.38	-12.26	-25.90	-6.47	-135.95	-42.37	-0.20	16.42	-1.07	0.06	0.06	231.12	162.60	43.15	
182.26	124.10	8.77	93.97	99.18	436.81	819.78	-9.73	41.94	0.00	58.90	58.90	119.92	119.68	1078.18	83.49	-9.73	-133.66	99.18	-0.05	20.61	-74.73	-9.13	0.05	20.35	-0.38	-12.23	-25.90	-6.46	-135.50	-42.44	-0.20	16.43	-1.16	0.07	0.07	231.12	162.56	43.14	
183.33	44.10	7.08	94.12	99.90	436.82	804.91	-9.73	43.64	0.00	49.83	49.83	120.17	119.88	1080.23	83.27	-9.73	-133.66	99.90	-0.05	20.58	-74.60	-9.34	0.02	20.34	-0.41	-12.22	-25.90	-6.45	-135.53	-42.43	-0.19	16.48	-0.94	0.06	0.06	231.07	162.61	43.14	
184.34	70.86	6.30	94.24	99.98	436.83	771.74	-9.73	44.42	0.00	72.17	72.17	120.43	120.18	1082.75	86.26	-9.73	-133.66	99.98	-0.06	20.58	-74.73	-9.37	0.03	20.34	-0.35	-12.17	-25.90	-6.46	-135.50	-42.43	-0.21	16.52	-1.04	0.05	0.05	231.10	162.58	43.15	
185.35	66.77	2.55	94.31	100.05	437.03	700.83	-9.73	48.17	0.00	73.73	73.73	120.49	120.23	1083.20	82.45	-9.73	-133.69	100.05	-0.06	20.58	-75.35	-9.40	0.01	20.35	-0.25	-12.20	-25.90	-6.45	-135.40	-42.36	-0.20	16.55	-1.07	0.02	0.02	231.20	162.67	43.16	
186.36	68.18	3.04	94.43	100.17	436.88	699.31	-9.73	47.68	0.00	62.63	62.63	120.44	120.21	1082.90	84.64	-9.73	-133.66	100.17	-0.05	20.56	-75.04	-9.38	0.03	20.34	-0.35	-12.23	-25.90	-6.45	-135.46	-42.39	-0.20	16.64	-0.88	0.03	0.03	231.12	162.61	43.14	
187.37	69.13	3.82	94.47	100.01	436.86	714.94	-9.73	46.90	0.00	54.77	54.77	120.41	120.19	1082.71	85.53	-9.73	-133.66	100.01	-0.05	20.58	-75.53	-9.36	0.03	20.34	-0.38	-12.14	-25.90	-6.45	-135.56	-42.42	-0.21	16.59	-1.04	0.03	0.03	231.15	162.58	43.14	
188.38	80.72	4.60	94.50	100.05	436.87	747.72	-9.73	46.12	0.00	52.92	52.92	120.44	120.17	1082.75	85.94	-9.73	-133.66	100.05	-0.05	20.57	-74.91	-9.31	0.03	20.33	-0.38	-12.20	-25.90	-6.45	-135.66	-42.50	-0.21	16.68	-1.04	0.04	0.04	231.10	162.60	43.18	
189.39	69.19	3.82	94.54	100.09	436.85	717.61	-9.73	46.90	0.00	66.02	66.02	120.44	120.19	1082.82	83.51	-9.73	-133.66	100.09	-0.05	20.56	-74.94	-9.20	0.03	20.32	-0.44	-12.08	-25.90	-6.45	-135.59	-42.48	-0.20	17.81	-1.07	0.03	0.03	231.12	162.60	43.14	
190.40	67.92	3.25	94.66	100.05	436.94	699.31	-9.73	47.46	0.00	63.22	63.22	120.49	120.23	1083.24	83.53	-9.73	-133.66	100.05	-0.05	20.55	-75.01	-9.20	0.03	20.34	-0.35	-12.02	-25.90	-6.47	-135.46	-42.48	-0.21	18.09	-1.07	0.03	0.03	231.15	162.65	43.14	
191.43	76.87	6.09	94.73	100.05	436.78	751.92	-9.73	44.63	0.00	42.33	42.33	120.43	120.18	1082.75	84.42	-9.73	-133.66	100.05	-0.05	20.55	-75.44	-9.14	0.03	20.34	-0.38	-11.98	-25.90	-6.45	-135.40	-42.45	-0.20	17.08	-1.16	0.05	0.05	231.12	162.52	43.14	
192.44	61.85	8.92	94.85	99.79	438.89	803.39	-9.73	41.80	0.00	49.76	49.76	120.39	120.13	1082.37	84.66	-9.73	-133.69	99.79	-0.05	20.56	-75.01	-9.15	0.02	20.31	-0.31	-11.96	-25.90	-6.45	-135.40	-42.42	-0.19	16.84	-1.07	0.08	0.08	233.10	162.65	43.14	
193.45	77.34	3.18	94.92	100.09	438.95	714.94	-9.73	47.53	0.00	51.37	51.37	120.50	120.26	1083.43	84.36	-9.73	-133.69	100.09	-0.05	20.57	-75.22	-9.16	0.03	20.32	-0.41	-12.07	-25.90	-6.46	-135.43	-42.45	-0.21	16.80	-1.07	0.03	0.03	233.05	162.75	43.15	
194.46	69.57	9.13	95.00	100.62	438.89	789.66	-9.73	41.59	0.00	56.60	56.60	120.44	120.19	1082.82	84.62	-9.73	-133.62	100.62	-0.05	20.57	-75.53	-9.15	0.03	20.34	-0.35	-12.07	-25.90	-6.46	-135.27	-42.47	-0.21	16.90	-1.01	0.08	0.08	233.13	162.58	43.18	
195.47	55.74	11.96	95.15	100.62	438.85	844.18	-9.73	38.76	0.00	35.92	35.92	120.46	120.22	1083.05	84.92	-9.73	-133.62	100.62	-0.05	20.59	-74.51	-9.13	0.04	20.35	-0.35	-12.07	-25.90	-6.47	-135.56	-42.43	-0.23	17.00	-1.13	0.10	0.10	233.13	162.60	43.12	
196.48	64.12	14.65	95.23	100.59	438.85	819.02	-9.73	36.07	0.00	48.83	48.83	120.56	120.37	1084.19	84.64	-9.73	-133.66	100.59	-0.06	20.58	-74.57	-9.15	0.03	20.40	-0.35	-12.06	-25.90	-6.46	-135.66	-42.36	-0.22	16.98	-1.23	0.12	0.12	233.10	162.60	43.15	
197.49	38.02	9.69	95.46	100.70	438.99	813.30	-9.73	41.02	0.00	60.30	60.30	120.49	120.27	1083.39	83.97	-9.73	-133.66	100.70	-0.05	20.59	-75.29	-9.04	0.02	20.32	-0.35	-12.04	-25.90	-6.45	-135.46	-42.52	-0.21	17.15	-1.07	0.08	0.08	233.08	162.56	43.36	
198.49	64.26	15.14	95.57	100.70	439.03	849.14	-9.73	35.58	0.00	50.40	50.40	120.49	120.26	1083.36	85.01	-9.73	-133.69	100.70	-0.05	20.60	-75.19	-9.07	0.02	20.34	-0.44	-12.09	-25.90	-6.46	-135.56	-42.45	-0.21	17.66	-0.94	0.13	0.13	233.10	162.58	43.35	
199.50	40.66	8.35	95.80	100.89	439.15	791.57	-9.73	42.37	0.00	48.83	48.83	120.44	120.18	1082.78	83.32	-9.73	-133.66	100.89	-0.05	20.60	-75.47	-9.06	0.05	20.33	-0.44	-11.95	-25.90	-6.45	-135.72	-42.42	-0.22	17.49	-1.38	0.07	0.07	233.10	162.67	43.37	
